Alter;Einkommen;Preis;Geschlecht;Zeit;KundeNr;Niederlassung;Besucher;Kunde
43;53520.0;94866.27;1.0;44.0;K1089;Sachsen;False;True
41;31809.0;44588.0;1.0;27.0;K0688;Sachsen;False;True
33;43075.0;60255.17;1.0;37.0;K1012;Nordrhein-Westfalen;False;True
53;43943.0;71806.29;1.0;35.0;K0842;Niedersachsen;False;True
43;48335.0;68096.85;0.0;42.0;K0870;Hessen;False;True
67;72430.0;116130.92;1.0;43.0;K0195;Berlin;False;True
55;52440.0;73482.49;0.0;41.0;K1043;Hessen;False;True
66;79684.0;111685.27;0.0;44.0;K1027;Bayern;False;True
41;49106.0;60659.78;1.0;35.0;K0504;Baden-Württemberg;False;True
31;32891.0;59486.79;0.0;34.0;K1090;Bayern;False;True
65;79806.0;124673.13;0.0;69.0;K0988;Berlin;False;True
67;93933.0;124053.4;0.0;61.0;K0580;Baden-Württemberg;False;True
37;45011.0;63758.96;1.0;38.0;K0161;Berlin;False;True
57;68984.0;81325.05;0.0;41.0;K0681;Berlin;False;True
64;70698.0;118855.24;1.0;45.0;K1041;Brandenburg;False;True
38;49724.0;69448.24;0.0;33.0;K0163;Nordrhein-Westfalen;False;True
47;51053.0;89354.82;1.0;49.0;K0706;Nordrhein-Westfalen;False;True
37;66600.0;86748.87;1.0;49.0;K1015;Niedersachsen;False;True
62;64538.0;113786.43;1.0;49.0;K0153;Baden-Württemberg;False;True
48;48903.0;59895.32;0.0;38.0;K0817;Baden-Württemberg;False;True
49;65479.0;92555.99;1.0;45.0;K0866;Sachsen;False;True
38;61052.0;93849.29;1.0;39.0;K0903;Niedersachsen;False;True
64;79138.0;114319.8;0.0;59.0;K0112;Nordrhein-Westfalen;False;True
54;70130.0;127478.45;1.0;46.0;K0227;Hessen;False;True
66;74400.0;114577.68;1.0;51.0;K0824;Bayern;False;True
53;59879.0;92542.02;1.0;39.0;K0104;Niedersachsen;False;True
34;39127.0;71127.46;0.0;27.0;K0422;Thüringen;False;True
52;77055.0;121764.28;1.0;60.0;K0420;Baden-Württemberg;False;True
64;91409.0;140161.07;1.0;76.0;K0897;Sachsen;False;True
66;86787.0;127064.84;0.0;54.0;K0587;Hessen;False;True
68;80968.0;135002.85;1.0;47.0;K0931;Sachsen;False;True
38;45470.0;72615.51;1.0;40.0;K0673;Sachsen;False;True
68;80444.0;131551.59;1.0;44.0;K0120;Thüringen;False;True
31;33214.0;58416.51;1.0;31.0;K0054;Sachsen;False;True
68;73781.0;120941.76;0.0;55.0;K0152;Baden-Württemberg;False;True
58;54668.0;99426.78;1.0;42.0;K0404;Baden-Württemberg;False;True
48;45545.0;75700.83;0.0;30.0;K1103;Berlin;False;True
32;35961.0;42830.37;0.0;28.0;K0208;Niedersachsen;False;True
34;43862.0;91438.09;1.0;32.0;K0659;Sachsen;False;True
69;84021.0;133358.19;1.0;56.0;K1005;Baden-Württemberg;False;True
58;48755.0;95736.22;1.0;43.0;K0911;Bayern;False;True
40;50085.0;68956.52;0.0;42.0;K0009;Bayern;False;True
58;67540.0;106543.4;1.0;47.0;K0960;Bayern;False;True
47;63067.0;102867.75;1.0;41.0;K0037;Bayern;False;True
42;47953.0;65155.0;1.0;45.0;K0453;Bayern;False;True
70;86609.0;142906.55;1.0;60.0;K0652;Bayern;False;True
67;53207.0;90531.33;1.0;41.0;K0254;Nordrhein-Westfalen;False;True
64;82125.0;99958.46;0.0;66.0;K0304;Berlin;False;True
40;40278.0;45917.71;1.0;37.0;K0893;Bayern;False;True
70;80568.0;120515.75;0.0;43.0;K0572;Nordrhein-Westfalen;False;True
62;70035.0;98348.59;1.0;52.0;K0624;Niedersachsen;False;True
33;41209.0;56426.61;1.0;30.0;K0849;Baden-Württemberg;False;True
63;80414.0;101554.64;1.0;49.0;K1104;Sachsen;False;True
35;41525.0;75726.31;1.0;30.0;K0851;Bayern;False;True
47;67211.0;84216.96;1.0;45.0;K0263;Thüringen;False;True
37;48132.0;63544.0;1.0;32.0;K0611;Bayern;False;True
64;72069.0;116154.84;1.0;47.0;K0298;Berlin;False;True
68;107689.0;88931.455;1.0;60.0;K0415;Niedersachsen;False;True
54;56914.0;83783.08;0.0;36.0;K0151;Berlin;False;True
62;73197.0;115604.15;0.0;41.0;K0939;Hessen;False;True
57;40366.0;58229.04;1.0;23.0;K0779;Berlin;False;True
47;55970.0;76520.05;1.0;40.0;K0641;Sachsen;False;True
70;73211.0;121272.09;0.0;64.0;K1040;Sachsen;False;True
51;51743.0;91562.01;1.0;42.0;K0551;Baden-Württemberg;False;True
62;75303.0;116978.57;1.0;48.0;K0942;Nordrhein-Westfalen;False;True
66;64077.0;109821.52;1.0;48.0;K0489;Nordrhein-Westfalen;False;True
35;35300.0;58384.57;1.0;33.0;K0820;Baden-Württemberg;False;True
67;71177.0;112500.75;1.0;57.0;K0711;Baden-Württemberg;False;True
59;79235.0;130383.85;0.0;68.0;K0148;Thüringen;False;True
49;52215.0;87326.82;1.0;37.0;K0147;Niedersachsen;False;True
48;54204.0;86153.64;0.0;54.0;K0863;Nordrhein-Westfalen;False;True
45;40446.0;76851.18;0.0;41.0;K0346;Brandenburg;False;True
69;79491.0;127058.7;1.0;74.0;K0885;Nordrhein-Westfalen;False;True
38;46165.0;60325.44;1.0;35.0;K1036;Berlin;False;True
60;56507.0;84172.64;0.0;41.0;K0660;Berlin;False;True
65;69167.0;110950.37;1.0;42.0;K0771;Niedersachsen;False;True
52;81387.0;91299.91;1.0;55.0;K0349;Hessen;False;True
39;47664.0;71040.72;1.0;36.0;K0464;Berlin;False;True
31;43389.0;52734.87;0.0;47.0;K0326;Sachsen;False;True
31;39617.0;60089.79;1.0;35.0;K0187;Berlin;False;True
44;52258.0;72060.58;0.0;47.0;K0124;Bayern;False;True
57;76694.0;120681.69;0.0;58.0;K1016;Bayern;False;True
53;66225.0;78191.01;1.0;49.0;K0609;Hessen;False;True
35;56593.0;74955.3;1.0;51.0;K0144;Brandenburg;False;True
57;60125.0;89090.25;1.0;41.0;K0752;Bayern;False;True
58;56452.0;86683.9;0.0;37.0;K1082;Baden-Württemberg;False;True
63;76247.0;103879.52;1.0;40.0;K0198;Niedersachsen;False;True
57;81624.0;123507.46;1.0;63.0;K0610;Berlin;False;True
32;55589.0;60798.72;0.0;44.0;K0837;Berlin;False;True
41;28790.0;55293.51;0.0;44.0;K0280;Niedersachsen;False;True
62;68397.0;92611.11;0.0;49.0;K0294;Hessen;False;True
65;52291.0;83234.33;0.0;40.0;K0989;Sachsen;False;True
45;46062.0;61105.39;1.0;25.0;K0401;Nordrhein-Westfalen;False;True
44;57848.0;81081.18;1.0;43.0;K0123;Bayern;False;True
62;73353.0;104733.83;0.0;51.0;K0184;Berlin;False;True
62;75407.0;115505.36;1.0;55.0;K0203;Brandenburg;False;True
49;63205.0;92627.74;0.0;35.0;K0439;Berlin;False;True
38;46525.0;80802.74;1.0;34.0;K0836;Bayern;False;True
49;73660.0;107200.27;1.0;51.0;K0247;Bayern;False;True
65;72055.0;105462.29;1.0;51.0;K0416;Brandenburg;False;True
54;55557.0;72637.98;1.0;38.0;K0927;Bayern;False;True
70;77481.0;114318.99;1.0;60.0;K0914;Baden-Württemberg;False;True
63;69742.0;94365.56;1.0;43.0;K1050;Berlin;False;True
64;65754.0;95513.44;1.0;53.0;K0918;Hamburg;False;True
33;47124.0;79603.78;1.0;35.0;K0053;Bayern;False;True
33;37491.0;53138.58;0.0;32.0;K0130;Niedersachsen;False;True
34;27982.0;31074.53;0.0;28.0;K0638;Bayern;False;True
51;58438.0;90811.71;1.0;52.0;K0403;Baden-Württemberg;False;True
67;69567.0;128522.22;1.0;53.0;K0935;Brandenburg;False;True
34;23826.0;48808.86;0.0;34.0;K0921;Niedersachsen;False;True
45;62178.0;85463.8;1.0;46.0;K0736;Baden-Württemberg;False;True
44;68447.0;96292.93;0.0;47.0;K0855;Sachsen;False;True
53;59694.0;91743.18;1.0;40.0;K1053;Sachsen;False;True
69;74254.0;102553.46;1.0;63.0;K0220;Bayern;False;True
61;74239.0;106676.91;1.0;65.0;K0642;Thüringen;False;True
58;65271.0;106258.99;1.0;44.0;K0002;Nordrhein-Westfalen;False;True
60;73978.0;109383.25;0.0;44.0;K0899;Baden-Württemberg;False;True
59;80507.0;122494.92;1.0;52.0;K1076;Baden-Württemberg;False;True
36;27831.0;38628.85;0.0;37.0;K0081;Bayern;False;True
49;58030.0;102268.68;1.0;38.0;K0625;Nordrhein-Westfalen;False;True
67;88160.0;116308.36;0.0;67.0;K0997;Hessen;False;True
69;80988.0;130219.27;0.0;57.0;K0909;Baden-Württemberg;False;True
30;40170.0;63566.56;1.0;44.0;K0387;Hessen;False;True
59;63905.0;94428.01;1.0;38.0;K1092;Bayern;False;True
33;41016.0;61945.93;0.0;36.0;K0807;Bayern;False;True
57;57867.0;78941.48;0.0;35.0;K0510;Bayern;False;True
65;73022.0;100337.77;0.0;64.0;K0268;Niedersachsen;False;True
67;78366.0;109630.95;1.0;55.0;K0973;Nordrhein-Westfalen;False;True
64;67455.0;116446.72;1.0;38.0;K0442;Nordrhein-Westfalen;False;True
46;46352.0;76759.63;1.0;22.0;K0497;Bayern;False;True
33;34894.0;60765.14;1.0;29.0;K0830;Baden-Württemberg;False;True
66;70138.0;102407.29;1.0;59.0;K0113;Berlin;False;True
59;61988.0;83817.23;0.0;34.0;K0692;Baden-Württemberg;False;True
45;62886.0;91266.15;1.0;50.0;K0233;Nordrhein-Westfalen;False;True
65;82579.0;119442.59;0.0;52.0;K0472;Nordrhein-Westfalen;False;True
41;38158.0;49170.73;0.0;37.0;K0608;Nordrhein-Westfalen;False;True
43;41643.0;68969.85;0.0;25.0;K0672;Berlin;False;True
42;63339.0;90132.53;1.0;54.0;K0374;Nordrhein-Westfalen;False;True
50;45848.0;48780.22;1.0;47.0;K0827;Hessen;False;True
52;58625.0;113237.35;1.0;46.0;K0664;Sachsen;False;True
42;41463.0;74976.67;1.0;43.0;K1004;Baden-Württemberg;False;True
55;66624.0;94540.15;1.0;36.0;K0234;Hessen;False;True
66;95730.0;138765.11;1.0;63.0;K0819;Nordrhein-Westfalen;False;True
62;66385.0;110890.06;1.0;45.0;K0936;Hessen;False;True
30;28784.0;42416.07;1.0;34.0;K0677;Berlin;False;True
54;72215.0;117790.98;1.0;42.0;K0318;Sachsen;False;True
42;55975.0;80767.86;0.0;38.0;K0649;Nordrhein-Westfalen;False;True
45;60218.0;102902.04;1.0;41.0;K0411;Hamburg;False;True
40;40385.0;60570.44;0.0;38.0;K1044;Baden-Württemberg;False;True
63;58435.0;87561.26;1.0;47.0;K0710;Thüringen;False;True
51;40228.0;64816.33;1.0;31.0;K0359;Hessen;False;True
64;64196.0;107141.39;1.0;48.0;K0259;Bayern;False;True
56;81045.0;125101.5;0.0;58.0;K0745;Berlin;False;True
58;49747.0;77878.69;1.0;48.0;K0628;Hamburg;False;True
34;65070.0;98105.63;1.0;57.0;K0633;Hamburg;False;True
59;76842.0;94309.74;0.0;47.0;K0283;Baden-Württemberg;False;True
46;40684.0;66968.71;1.0;36.0;K0377;Niedersachsen;False;True
41;46713.0;49617.32;1.0;40.0;K0385;Bayern;False;True
40;50730.0;69432.02;1.0;30.0;K0225;Baden-Württemberg;False;True
61;59927.0;100903.48;1.0;47.0;K1079;Baden-Württemberg;False;True
51;47827.0;71298.43;1.0;39.0;K0967;Thüringen;False;True
54;60025.0;74740.62;1.0;42.0;K0473;Berlin;False;True
41;62740.0;91641.0;0.0;52.0;K0348;Niedersachsen;False;True
48;45333.0;65343.65;1.0;40.0;K0506;Hessen;False;True
30;41029.0;70761.65;0.0;32.0;K0640;Hessen;False;True
32;23753.0;40179.55;0.0;22.0;K1099;Bayern;False;True
46;51329.0;77922.3;1.0;32.0;K0798;Thüringen;False;True
42;48275.0;70990.88;1.0;42.0;K0340;Thüringen;False;True
65;60136.0;116989.74;1.0;44.0;K0556;Hessen;False;True
65;55071.0;90033.88;1.0;41.0;K0620;Niedersachsen;False;True
43;52541.0;79916.64;0.0;36.0;K1020;Hessen;False;True
62;79399.0;125617.3;0.0;56.0;K0955;Baden-Württemberg;False;True
54;64748.0;104496.28;1.0;47.0;K0646;Bayern;False;True
62;57795.0;85730.62;0.0;38.0;K1008;Niedersachsen;False;True
35;59218.0;89824.77;0.0;33.0;K0557;Berlin;False;True
60;71186.0;115349.19;1.0;53.0;K0682;Hessen;False;True
54;55199.0;64942.31;1.0;59.0;K0578;Baden-Württemberg;False;True
39;61809.0;80843.31;1.0;44.0;K0796;Nordrhein-Westfalen;False;True
53;61613.0;99068.03;1.0;50.0;K0086;Brandenburg;False;True
64;71112.0;121577.09;1.0;55.0;K0243;Hamburg;False;True
31;44046.0;51186.35;1.0;31.0;K0699;Thüringen;False;True
69;72349.0;103823.85;1.0;61.0;K0839;Baden-Württemberg;False;True
35;55716.0;63069.62;1.0;25.0;K0160;Sachsen;False;True
43;53186.0;93969.09;1.0;43.0;K0525;Hamburg;False;True
68;79182.0;125939.52;1.0;48.0;K0036;Baden-Württemberg;False;True
38;59079.0;92587.82;1.0;56.0;K0541;Berlin;False;True
70;95326.0;133593.66;1.0;66.0;K0171;Baden-Württemberg;False;True
50;48277.0;88936.09;1.0;47.0;K0655;Nordrhein-Westfalen;False;True
50;78249.0;114846.09;1.0;55.0;K0749;Nordrhein-Westfalen;False;True
69;0.0;125140.05;1.0;65.0;K1021;Bayern;False;True
69;77887.0;126098.91;0.0;51.0;K1009;Hessen;False;True
61;94363.0;137974.71;1.0;50.0;K0485;Bayern;False;True
60;61431.0;105250.41;1.0;33.0;K0734;Bayern;False;True
34;46252.0;62891.18;0.0;39.0;K0900;Berlin;False;True
57;60138.0;102300.93;1.0;35.0;K0096;Baden-Württemberg;False;True
48;57825.0;94299.04;1.0;31.0;K0564;Thüringen;False;True
38;35214.0;50205.8;1.0;32.0;K0241;Bayern;False;True
61;65648.0;100202.5;0.0;51.0;K0743;Berlin;False;True
49;60621.0;81988.0;1.0;41.0;K0864;Hessen;False;True
32;61059.0;81549.78;0.0;47.0;K0575;Nordrhein-Westfalen;False;True
59;60769.0;72785.83;1.0;53.0;K0691;Baden-Württemberg;False;True
37;60379.0;83542.5;0.0;59.0;K0461;Thüringen;False;True
38;51844.0;60596.45;1.0;31.0;K0892;Sachsen;False;True
54;71830.0;113981.18;1.0;44.0;K0554;Bayern;False;True
55;75123.0;97596.04;1.0;55.0;K0858;Nordrhein-Westfalen;False;True
30;29432.0;61522.97;0.0;28.0;K1032;Nordrhein-Westfalen;False;True
58;46940.0;78383.96;0.0;36.0;K0207;Baden-Württemberg;False;True
45;52953.0;69536.92;1.0;36.0;K0393;Brandenburg;False;True
57;68942.0;96688.41;0.0;51.0;K0795;Nordrhein-Westfalen;False;True
67;73602.0;124908.81;1.0;56.0;K0871;Nordrhein-Westfalen;False;True
32;58361.0;71055.84;0.0;46.0;K0398;Nordrhein-Westfalen;False;True
51;71583.0;99159.39;0.0;59.0;K0767;Baden-Württemberg;False;True
41;50856.0;87967.12;1.0;42.0;K1010;Nordrhein-Westfalen;False;True
70;73363.0;111223.31;0.0;54.0;K0218;Hamburg;False;True
50;56621.0;92898.67;0.0;40.0;K0005;Bayern;False;True
46;49781.0;73484.48;0.0;48.0;K0769;Hessen;False;True
40;43259.0;58493.0;1.0;36.0;K0643;Niedersachsen;False;True
58;67418.0;95613.26;0.0;65.0;K0462;Bayern;False;True
31;27160.0;40495.11;0.0;26.0;K0943;Bayern;False;True
65;60902.0;114790.5;1.0;52.0;K0613;Niedersachsen;False;True
69;67799.0;99345.38;0.0;55.0;K0739;Bayern;False;True
67;81679.0;124223.23;0.0;57.0;K0961;Bayern;False;True
67;74189.0;118596.14;0.0;44.0;K0547;Baden-Württemberg;False;True
60;70775.0;101574.15;0.0;64.0;K0987;Baden-Württemberg;False;True
34;52759.0;77110.67;1.0;53.0;K0726;Niedersachsen;False;True
58;68451.0;114851.71;1.0;45.0;K1097;Nordrhein-Westfalen;False;True
68;84609.0;123507.33;1.0;54.0;K0684;Baden-Württemberg;False;True
37;48532.0;68786.85;0.0;32.0;K0099;Hessen;False;True
49;69675.0;92342.53;1.0;51.0;K0805;Baden-Württemberg;False;True
35;24355.0;55167.61;1.0;32.0;K0728;Hessen;False;True
30;36552.0;51200.08;0.0;21.0;K0574;Baden-Württemberg;False;True
34;44113.0;69211.99;1.0;34.0;K0407;Sachsen;False;True
65;68189.0;97143.57;0.0;36.0;K0503;Nordrhein-Westfalen;False;True
64;77668.0;116246.65;0.0;63.0;K0048;Baden-Württemberg;False;True
36;24397.0;32833.88;0.0;38.0;K0033;Baden-Württemberg;False;True
37;44420.0;51519.02;1.0;26.0;K0930;Bayern;False;True
52;60063.0;109287.55;1.0;31.0;K0780;Niedersachsen;False;True
66;94518.0;119618.58;0.0;62.0;K0840;Thüringen;False;True
40;55005.0;76273.78;1.0;47.0;K0201;Berlin;False;True
44;43460.0;71339.81;0.0;45.0;K0135;Hessen;False;True
57;83306.0;112854.14;1.0;53.0;K0028;Sachsen;False;True
38;55278.0;95883.59;1.0;46.0;K0041;Baden-Württemberg;False;True
38;54775.0;75261.51;1.0;40.0;K1018;Hamburg;False;True
64;89881.0;120551.98;0.0;55.0;K0231;Hessen;False;True
41;57422.0;75053.42;1.0;47.0;K0490;Nordrhein-Westfalen;False;True
37;30511.0;63585.76;0.0;29.0;K0773;Niedersachsen;False;True
57;66962.0;103890.1;1.0;47.0;K0379;Sachsen;False;True
63;65128.0;111253.56;1.0;42.0;K0289;Berlin;False;True
66;80562.0;121433.27;1.0;48.0;K0419;Bayern;False;True
30;23168.0;38984.74;1.0;23.0;K0392;Thüringen;False;True
70;76112.0;107199.46;1.0;60.0;K0593;Sachsen;False;True
56;65663.0;107678.5;1.0;55.0;K0648;Hessen;False;True
52;77888.0;105968.69;1.0;59.0;K0521;Bayern;False;True
44;47332.0;84281.71;0.0;36.0;K0065;Baden-Württemberg;False;True
32;43022.0;50811.55;1.0;36.0;K0015;Sachsen;False;True
54;65610.0;78467.12;1.0;59.0;K0493;Berlin;False;True
55;69487.0;93455.52;1.0;50.0;K0380;Thüringen;False;True
55;76066.0;112809.53;0.0;52.0;K0188;Hamburg;False;True
56;76011.0;125585.18;1.0;63.0;K0764;Nordrhein-Westfalen;False;True
36;51478.0;90484.89;1.0;32.0;K0217;Bayern;False;True
44;52628.0;80768.14;0.0;47.0;K0792;Bayern;False;True
39;50202.0;86793.36;1.0;30.0;K0879;Bayern;False;True
54;58380.0;89265.3;1.0;45.0;K0338;Hessen;False;True
39;57156.0;77986.08;1.0;39.0;K0720;Baden-Württemberg;False;True
48;51210.0;64363.81;1.0;29.0;K0296;Bayern;False;True
60;57664.0;95386.14;0.0;51.0;K1017;Hessen;False;True
31;36628.0;58605.27;0.0;33.0;K0456;Berlin;False;True
69;77676.0;126864.71;1.0;62.0;K0816;Nordrhein-Westfalen;False;True
33;38152.0;68310.6;0.0;26.0;K0270;Baden-Württemberg;False;True
69;65252.0;105771.99;1.0;42.0;K0996;Berlin;False;True
45;49088.0;80749.79;0.0;39.0;K0202;Niedersachsen;False;True
56;66685.0;110938.59;1.0;55.0;K0162;Hessen;False;True
42;22279.0;61502.53;1.0;20.0;K0730;Sachsen;False;True
66;85534.0;122017.62;1.0;59.0;K0402;Sachsen;False;True
63;81261.0;109555.23;1.0;48.0;K0703;Bayern;False;True
32;26878.0;50126.6;1.0;36.0;K0566;Bayern;False;True
70;84074.0;144045.32;1.0;57.0;K1022;Baden-Württemberg;False;True
30;52514.0;76020.69;1.0;27.0;K1026;Niedersachsen;False;True
45;54276.0;88859.4;1.0;43.0;K0206;Baden-Württemberg;False;True
38;48364.0;85707.42;1.0;35.0;K0035;Bayern;False;True
51;69957.0;102053.63;0.0;51.0;K0776;Bayern;False;True
36;40554.0;68345.72;1.0;24.0;K0509;Baden-Württemberg;False;True
57;78835.0;112307.45;1.0;55.0;K1091;Baden-Württemberg;False;True
62;71666.0;107104.52;1.0;59.0;K0092;Thüringen;False;True
59;79283.0;105625.52;1.0;59.0;K0898;Berlin;False;True
68;61693.0;111218.49;0.0;52.0;K0565;Nordrhein-Westfalen;False;True
43;57981.0;96036.67;0.0;55.0;K0777;Niedersachsen;False;True
70;80732.0;116569.27;1.0;52.0;K0242;Baden-Württemberg;False;True
53;70398.0;102062.3;0.0;48.0;K0014;Sachsen;False;True
32;53135.0;81152.36;1.0;53.0;K0316;Baden-Württemberg;False;True
40;53679.0;77410.61;1.0;41.0;K0601;Berlin;False;True
63;82564.0;124742.75;1.0;59.0;K0388;Bayern;False;True
44;47834.0;69642.73;1.0;44.0;K0167;Berlin;False;True
65;62961.0;106364.96;1.0;56.0;K0841;Baden-Württemberg;False;True
31;27501.0;39695.86;1.0;22.0;K0021;Hessen;False;True
51;61555.0;101804.21;0.0;36.0;K0647;Hamburg;False;True
40;42128.0;78281.31;1.0;40.0;K0832;Niedersachsen;False;True
55;45218.0;69467.58;1.0;34.0;K0563;Berlin;False;True
48;43335.0;67948.2;1.0;27.0;K1078;Nordrhein-Westfalen;False;True
32;43583.0;75274.62;0.0;37.0;K0687;Baden-Württemberg;False;True
56;42003.0;84471.99;0.0;43.0;K0958;Hessen;False;True
35;41741.0;52271.78;0.0;38.0;K0190;Hamburg;False;True
65;79589.0;117896.45;0.0;57.0;K0976;Hessen;False;True
40;76423.0;101008.49;0.0;51.0;K0700;Bayern;False;True
43;59012.0;91000.76;1.0;44.0;K0511;Baden-Württemberg;False;True
59;59013.0;92837.59;0.0;46.0;K1083;Baden-Württemberg;False;True
65;58270.0;85983.74;1.0;38.0;K0475;Berlin;False;True
37;57504.0;78406.83;1.0;40.0;K0857;Berlin;False;True
48;59014.0;97451.48;1.0;48.0;K0748;Bayern;False;True
65;70212.0;102160.74;1.0;45.0;K0253;Hessen;False;True
50;49026.0;79076.93;0.0;36.0;K0022;Berlin;False;True
55;61750.0;93666.44;1.0;52.0;K0460;Nordrhein-Westfalen;False;True
32;34846.0;48990.25;0.0;25.0;K0277;Baden-Württemberg;False;True
59;68568.0;95476.41;0.0;41.0;K0956;Baden-Württemberg;False;True
30;62318.0;93943.58;1.0;50.0;K0386;Hessen;False;True
54;84027.0;117270.4;1.0;58.0;K0806;Niedersachsen;False;True
30;29264.0;54886.03;1.0;21.0;K0344;Berlin;False;True
55;71467.0;89954.18;1.0;59.0;K0770;Hessen;False;True
59;68825.0;83303.72;0.0;60.0;K0131;Brandenburg;False;True
66;58457.0;79415.76;1.0;35.0;K0872;Bayern;False;True
46;46384.0;82034.0;1.0;37.0;K0088;Sachsen;False;True
69;96516.0;142208.17;1.0;64.0;K0331;Baden-Württemberg;False;True
70;69581.0;103751.58;1.0;51.0;K0467;Thüringen;False;True
38;48301.0;64230.98;1.0;33.0;K0122;Niedersachsen;False;True
67;63547.0;103123.57;1.0;41.0;K1045;Berlin;False;True
37;32686.0;49215.87;1.0;36.0;K1096;Baden-Württemberg;False;True
55;71240.0;106132.59;1.0;49.0;K0861;Bayern;False;True
30;39919.0953348874;;0.0;29.0;K1814;Bayern;True;False
41;53430.67308587748;;0.0;27.0;K1544;Baden-Württemberg;True;False
64;73163.2169267002;;0.0;32.0;K1945;Baden-Württemberg;True;False
41;36761.482581315344;;0.0;44.0;K1825;Baden-Württemberg;True;False
35;42684.33163178136;;1.0;33.0;K1144;Nordrhein-Westfalen;True;False
67;63881.03417512037;;1.0;27.0;K1395;Berlin;True;False
46;68885.01956818235;;0.0;59.0;K1405;Nordrhein-Westfalen;True;False
63;63083.28870522346;;0.0;40.0;K1438;Niedersachsen;True;False
30;55256.4530467888;;1.0;31.0;K1313;Baden-Württemberg;True;False
32;44873.24457091626;;0.0;44.0;K1241;Sachsen;True;False
66;75200.53464199259;;0.0;35.0;K1242;Berlin;True;False
61;59560.06177988721;;0.0;37.0;K1801;Nordrhein-Westfalen;True;False
66;90643.13302647206;;1.0;25.0;K1590;Baden-Württemberg;True;False
68;80553.39340496145;;0.0;56.0;K1349;Baden-Württemberg;True;False
39;42543.25204627491;;1.0;30.0;K1449;Hessen;True;False
40;33126.11045648739;;0.0;34.0;K1958;Baden-Württemberg;True;False
44;62175.95917026976;;1.0;33.0;K1726;Berlin;True;False
49;51900.08248154316;;0.0;40.0;K1758;Bayern;True;False
48;59967.31328247114;;1.0;21.0;K1991;Hessen;True;False
36;33884.96632098324;;0.0;49.0;K1215;Bayern;True;False
66;67587.20954156849;;1.0;37.0;K1399;Nordrhein-Westfalen;True;False
31;38844.33511086199;;1.0;21.0;K1552;Berlin;True;False
61;66782.63479749944;;0.0;25.0;K1297;Nordrhein-Westfalen;True;False
40;54891.4467910973;;0.0;46.0;K1787;Baden-Württemberg;True;False
49;59388.51974583303;;0.0;21.0;K1643;Baden-Württemberg;True;False
62;92892.64417436426;;0.0;14.0;K1924;Nordrhein-Westfalen;True;False
36;36252.28123171101;;1.0;46.0;K1135;Hamburg;True;False
45;54233.58902280894;;1.0;37.0;K1778;Niedersachsen;True;False
64;84876.30328321343;;0.0;34.0;K1168;Baden-Württemberg;True;False
50;60708.22607800983;;0.0;44.0;K1501;Hessen;True;False
45;54500.5391380709;;0.0;30.0;K1982;Hamburg;True;False
31;34101.76397312862;;1.0;46.0;K1246;Bayern;True;False
50;55260.84751553851;;0.0;46.0;K1898;Brandenburg;True;False
52;71014.31038644777;;1.0;21.0;K1340;Bayern;True;False
34;53036.01128400799;;0.0;46.0;K1309;Bayern;True;False
67;79728.1351072828;;1.0;22.0;K1725;Thüringen;True;False
31;26637.981443696044;;1.0;30.0;K1128;Niedersachsen;True;False
38;48808.07114016616;;1.0;54.0;K1303;Baden-Württemberg;True;False
46;61964.35164914425;;0.0;57.0;K1947;Bayern;True;False
31;27594.39325353453;;0.0;49.0;K1844;Bayern;True;False
68;83333.56782765305;;1.0;33.0;K1225;Bayern;True;False
48;54207.38981037917;;0.0;45.0;K1582;Nordrhein-Westfalen;True;False
40;65585.39007498826;;0.0;43.0;K1942;Bayern;True;False
37;39421.70983093856;;1.0;38.0;K1895;Berlin;True;False
69;59163.82368118809;;1.0;47.0;K1467;Nordrhein-Westfalen;True;False
69;91624.99730636716;;1.0;21.0;K1191;Niedersachsen;True;False
43;67392.46312717693;;0.0;45.0;K1172;Nordrhein-Westfalen;True;False
52;68557.64272708262;;0.0;27.0;K1455;Sachsen;True;False
37;51083.82595578743;;0.0;41.0;K1315;Baden-Württemberg;True;False
51;52205.09243795647;;0.0;42.0;K1764;Baden-Württemberg;True;False
68;96580.0635011618;;0.0;30.0;K1553;Nordrhein-Westfalen;True;False
63;80825.88321852202;;1.0;50.0;K1925;Berlin;True;False
63;56999.12653841968;;1.0;50.0;K1465;Berlin;True;False
66;64794.72727631589;;1.0;35.0;K1907;Berlin;True;False
50;75601.52855545645;;0.0;31.0;K1385;Thüringen;True;False
35;32469.35249836007;;1.0;24.0;K1690;Bayern;True;False
53;51711.710837452105;;1.0;37.0;K1175;Baden-Württemberg;True;False
62;75231.17792161655;;1.0;44.0;K1404;Baden-Württemberg;True;False
39;37428.11758655559;;1.0;37.0;K1316;Niedersachsen;True;False
53;75785.76768077022;;0.0;49.0;K1149;Bayern;True;False
39;30485.188253072083;;1.0;44.0;K1513;Hamburg;True;False
60;70853.5645440371;;1.0;30.0;K1551;Baden-Württemberg;True;False
41;57516.90250700793;;1.0;39.0;K1531;Berlin;True;False
37;66419.24826812533;;1.0;28.0;K1273;Thüringen;True;False
45;62279.13133366568;;1.0;27.0;K1301;Baden-Württemberg;True;False
52;70297.21359638925;;0.0;51.0;K1877;Nordrhein-Westfalen;True;False
37;65034.99740020256;;1.0;44.0;K1177;Niedersachsen;True;False
36;41668.05410643508;;0.0;40.0;K1527;Bayern;True;False
